Date,Open,High,Low,Close,Adj Close,Volume
2017-11-15,1251.619995,1318.800049,1164.949951,1187.030029,1187.030029,135275562
2017-11-16,1185.839966,1193.400024,873.440002,896.510010,896.510010,203434765
2017-11-17,897.760010,1209.410034,856.950012,1175.540039,1175.540039,246137619
2017-11-18,1177.050049,1371.180054,1174.859985,1243.859985,1243.859985,237178090
2017-11-19,1242.890015,1257.170044,1132.280029,1176.660034,1176.660034,114092155
2017-11-20,1177.069946,1252.750000,1170.819946,1245.280029,1245.280029,75604482
2017-11-21,1245.280029,1247.729980,1146.250000,1169.900024,1169.900024,87834756
2017-11-22,1169.900024,1346.060059,1164.300049,1298.619995,1298.619995,135737842
2017-11-23,1297.829956,1663.300049,1293.660034,1662.209961,1662.209961,301664725
2017-11-24,1662.400024,1765.760010,1529.130005,1625.050049,1625.050049,265161800
2017-11-25,1625.050049,1635.900024,1517.640015,1546.219971,1546.219971,168521398
2017-11-26,1546.459961,1729.000000,1528.689941,1719.359985,1719.359985,73523501
2017-11-27,1718.729980,1720.270020,1557.310059,1587.660034,1587.660034,162585449
2017-11-28,1587.579956,1592.390015,1469.099976,1481.930054,1481.930054,149808661
2017-11-29,1481.920044,1627.859985,1277.589966,1333.150024,1333.150024,262656502
2017-11-30,1333.520020,1415.750000,1174.839966,1318.420044,1318.420044,150181384
2017-12-01,1318.420044,1451.119995,1243.500000,1426.500000,1426.500000,128160246
2017-12-02,1426.569946,1464.770020,1371.130005,1390.579956,1390.579956,65529684
2017-12-03,1390.920044,1621.910034,1378.469971,1511.459961,1511.459961,170307885
2017-12-04,1511.369995,1543.780029,1438.560059,1540.699951,1540.699951,91600694
2017-12-05,1540.640015,1581.800049,1410.560059,1421.420044,1421.420044,113943413
2017-12-06,1421.410034,1461.219971,1309.530029,1349.750000,1349.750000,129572220
2017-12-07,1349.739990,1363.089966,1217.380005,1230.000000,1230.000000,156825923
2017-12-08,1229.900024,1560.709961,1137.420044,1383.300049,1383.300049,281476871
2017-12-09,1383.329956,1466.479980,1305.280029,1369.359985,1369.359985,116894421
2017-12-10,1369.530029,1369.530029,1186.479980,1289.780029,1289.780029,103219889
2017-12-11,1289.420044,1429.020020,1288.390015,1402.180054,1402.180054,96857495
2017-12-12,1402.349976,1601.280029,1330.780029,1543.449951,1543.449951,162733015
2017-12-13,1544.920044,1664.790039,1444.099976,1572.910034,1572.910034,194831180
2017-12-14,1572.910034,2053.260010,1561.300049,1933.270020,1933.270020,409667501
2017-12-15,1933.270020,1939.790039,1630.619995,1795.310059,1795.310059,191047439
2017-12-16,1797.030029,1864.869995,1733.979980,1773.750000,1773.750000,110491376
2017-12-17,1773.750000,1904.010010,1773.099976,1827.410034,1827.410034,110593944
2017-12-18,1827.410034,2311.360107,1750.390015,2146.790039,2146.790039,418792732
2017-12-19,2146.459961,2827.389893,2075.479980,2670.969971,2670.969971,651099368
2017-12-20,2670.969971,4112.390137,2665.550049,3715.909912,3715.909912,1915071070
2017-12-21,3715.909912,3717.550049,2857.300049,3084.090088,3084.090088,787854447
2017-12-22,3084.090088,3163.969971,1716.839966,2521.459961,2521.459961,959174529
2017-12-23,2521.449951,3249.320068,2466.889893,2991.570068,2991.570068,562467930
2017-12-24,2991.580078,2997.030029,2463.149902,2797.919922,2797.919922,439830450
2017-12-25,2797.919922,2883.550049,2600.419922,2739.939941,2739.939941,187864797
2017-12-26,2739.939941,2929.030029,2720.989990,2921.840088,2921.840088,182771250
2017-12-27,2921.889893,2924.469971,2568.850098,2710.639893,2710.639893,161281901
2017-12-28,2710.639893,2727.030029,2291.939941,2484.959961,2484.959961,193654890
2017-12-29,2486.540039,2884.959961,2311.239990,2619.320068,2619.320068,279681307
2017-12-30,2622.419922,2634.360107,2103.909912,2209.959961,2209.959961,221420859
2017-12-31,2210.179932,2485.770020,2165.120117,2371.830078,2371.830078,131177357
2018-01-01,2371.830078,2413.010010,2258.290039,2319.120117,2319.120117,80872345
2018-01-02,2319.120117,2719.879883,2314.120117,2555.489990,2555.489990,213749238
2018-01-03,2555.489990,2776.560059,2517.540039,2557.520020,2557.520020,170977759
2018-01-04,2556.370117,2558.899902,2315.699951,2355.780029,2355.780029,167327220
2018-01-05,2355.679932,2523.510010,2306.489990,2390.040039,2390.040039,188339076
2018-01-06,2390.040039,2639.550049,2326.080078,2533.239990,2533.239990,189153648
2018-01-07,2533.239990,2760.350098,2492.919922,2530.439941,2530.439941,203905526
2018-01-08,2530.500000,2572.129883,2207.350098,2404.739990,2404.739990,173810008
2018-01-09,2404.739990,2489.580078,2319.189941,2376.679932,2376.679932,118646869
2018-01-10,2376.679932,2944.889893,2291.939941,2856.929932,2856.929932,428980394
2018-01-11,2856.939941,2952.679932,2341.770020,2437.919922,2437.919922,370363445
2018-01-12,2437.919922,2628.149902,2372.669922,2596.199951,2596.199951,147982320
2018-01-13,2596.209961,2869.379883,2561.699951,2664.899902,2664.899902,183442789
2018-01-14,2664.979980,2728.550049,2441.030029,2530.209961,2530.209961,114182801
2018-01-15,2530.590088,2558.330078,2352.100098,2394.050049,2394.050049,124413534
2018-01-16,2394.020020,2411.969971,1525.130005,1761.609985,1761.609985,413640550
2018-01-17,1760.949951,1903.530029,1342.050049,1748.800049,1748.800049,275433374
2018-01-18,1748.800049,1881.060059,1681.819946,1708.869995,1708.869995,138733377
2018-01-19,1708.869995,1853.189941,1693.939941,1756.719971,1756.719971,82814184
2018-01-20,1756.719971,2114.149902,1753.949951,2024.319946,2024.319946,150204592
2018-01-21,2024.319946,2025.180054,1709.250000,1772.369995,1772.369995,116810397
2018-01-22,1772.369995,1805.849976,1509.890015,1606.050049,1606.050049,111361124
2018-01-23,1606.050049,1692.619995,1490.349976,1614.459961,1614.459961,88416102
2018-01-24,1614.459961,1676.530029,1558.920044,1653.459961,1653.459961,63619330
2018-01-25,1653.459961,1699.849976,1601.020020,1632.109985,1632.109985,51824161
2018-01-26,1631.959961,1672.500000,1485.560059,1594.670044,1594.670044,82441054
2018-01-27,1594.670044,1664.050049,1559.979980,1632.079956,1632.079956,49189009
2018-01-28,1632.079956,1755.530029,1631.939941,1742.540039,1742.540039,98711706
2018-01-29,1742.540039,1753.530029,1630.339966,1650.359985,1650.359985,49086467
2018-01-30,1650.329956,1653.400024,1451.790039,1462.989990,1462.989990,87724135
2018-01-31,1462.939941,1519.810059,1397.979980,1487.180054,1487.180054,71084957
2018-02-01,1487.180054,1497.560059,1205.349976,1267.989990,1267.989990,109869806
2018-02-02,1267.989990,1269.810059,968.679993,1192.130005,1192.130005,143714769
2018-02-03,1192.130005,1318.520020,1066.829956,1273.079956,1273.079956,66300292
2018-02-04,1273.329956,1289.479980,1091.239990,1158.569946,1158.569946,66945106
2018-02-05,1158.630005,1175.170044,827.380005,884.000000,884.000000,106539840
2018-02-06,884.280029,977.590027,758.429993,966.789978,966.789978,148384673
2018-02-07,966.869995,1035.920044,896.520020,954.340027,954.340027,79923338
2018-02-08,954.809998,1355.150024,947.530029,1280.550049,1280.550049,214474236
2018-02-09,1280.550049,1338.290039,1191.770020,1299.969971,1299.969971,114267322
2018-02-10,1299.969971,1381.630005,1198.680054,1240.619995,1240.619995,93963908
2018-02-11,1240.540039,1298.300049,1188.469971,1210.989990,1210.989990,67332282
2018-02-12,1211.030029,1293.050049,1208.890015,1282.630005,1282.630005,40345803
2018-02-13,1282.050049,1285.270020,1200.310059,1220.890015,1220.890015,44591425
2018-02-14,1220.750000,1376.410034,1220.510010,1353.180054,1353.180054,79707919
2018-02-15,1353.189941,1392.660034,1310.219971,1359.469971,1359.469971,82442472
2018-02-16,1359.469971,1547.530029,1355.449951,1530.439941,1530.439941,138109049
2018-02-17,1530.420044,1553.420044,1502.280029,1543.209961,1543.209961,63990375
2018-02-18,1543.209961,1635.599976,1395.589966,1453.369995,1453.369995,114117616
2018-02-19,1453.199951,1543.780029,1452.280029,1521.920044,1521.920044,53611463
2018-02-20,1521.880005,1553.989990,1382.589966,1393.770020,1393.770020,88749089
2018-02-21,1393.760010,1407.459961,1269.280029,1287.060059,1287.060059,103151392
2018-02-22,1287.030029,1341.780029,1178.290039,1210.000000,1210.000000,68674973
2018-02-23,1209.979980,1314.099976,1148.949951,1256.520020,1256.520020,68204427
2018-02-24,1256.729980,1299.760010,1136.359985,1182.030029,1182.030029,50410015
2018-02-25,1182.030029,1203.520020,1137.119995,1172.579956,1172.579956,35860331
2018-02-26,1172.579956,1271.040039,1142.920044,1244.420044,1244.420044,52096798
2018-02-27,1244.420044,1295.459961,1218.790039,1234.199951,1234.199951,43526909
2018-02-28,1234.170044,1275.660034,1198.750000,1200.329956,1200.329956,36633612
2018-03-01,1200.329956,1303.119995,1189.699951,1285.010010,1285.010010,49698398
2018-03-02,1284.900024,1303.380005,1254.939941,1276.640015,1276.640015,34180148
2018-03-03,1276.640015,1298.189941,1258.199951,1272.260010,1272.260010,23806066
2018-03-04,1272.260010,1291.250000,1224.250000,1285.239990,1285.239990,24322755
2018-03-05,1285.239990,1291.839966,1265.930054,1266.930054,1266.930054,21796123
2018-03-06,1266.930054,1266.930054,1176.579956,1207.430054,1207.430054,34034339
2018-03-07,1207.489990,1223.500000,1039.560059,1095.910034,1095.910034,61717752
2018-03-08,1095.209961,1116.180054,997.270020,1033.959961,1033.959961,54449069
2018-03-09,1033.959961,1076.209961,926.690002,1065.689941,1065.689941,74990482
2018-03-10,1065.689941,1089.160034,990.530029,1003.780029,1003.780029,36509623
2018-03-11,1003.780029,1157.260010,969.390015,1138.839966,1138.839966,63353716
2018-03-12,1138.839966,1150.219971,1012.059998,1051.060059,1051.060059,56197766
2018-03-13,1051.060059,1099.829956,994.609985,1053.550049,1053.550049,73859997
2018-03-14,1053.719971,1072.380005,918.409973,950.280029,950.280029,45006196
2018-03-15,950.280029,955.700012,874.630005,939.679993,939.679993,46027181
2018-03-16,939.679993,1063.180054,897.780029,972.369995,972.369995,67652711
2018-03-17,972.280029,1030.739990,929.369995,948.929993,948.929993,43519077
2018-03-18,949.450012,952.289978,848.580017,936.270020,936.270020,54591156
2018-03-19,936.280029,1000.070007,912.280029,994.669983,994.669983,58729088
2018-03-20,994.359985,1074.069946,953.380005,1062.819946,1062.819946,65725834
2018-03-21,1062.819946,1084.510010,1009.369995,1031.780029,1031.780029,41647329
2018-03-22,1031.750000,1065.189941,987.440002,1015.190002,1015.190002,38596693
2018-03-23,1015.190002,1030.619995,963.719971,1029.739990,1029.739990,32361593
2018-03-24,1029.650024,1036.050049,974.489990,975.940002,975.940002,22789755
2018-03-25,975.940002,994.000000,969.630005,975.380005,975.380005,19901849
2018-03-25,975.380005,980.099976,886.179993,913.739990,913.739990,32326463
2018-03-26,913.739990,928.650024,873.729980,877.690002,877.690002,31192960
2018-03-27,877.690002,897.940002,850.869995,861.179993,861.179993,28131311
2018-03-28,861.159973,869.289978,696.549988,711.130005,711.130005,84465419
2018-03-29,711.130005,772.109985,675.109985,696.929993,696.929993,66701444
2018-03-30,696.979980,737.710022,681.710022,685.469971,685.469971,31372272
2018-03-31,685.469971,700.690002,627.080017,644.250000,644.250000,42473944
2018-04-01,644.099976,687.900024,639.400024,663.979980,663.979980,25140139
2018-04-02,663.979980,724.900024,660.280029,710.130005,710.130005,29654275
2018-04-03,710.130005,711.429993,638.390015,651.520020,651.520020,37251371
2018-04-04,651.530029,659.229980,620.700012,644.099976,644.099976,24056410
2018-04-05,644.099976,648.760010,604.020020,610.890015,610.890015,25194290
2018-04-06,610.900024,657.270020,610.690002,642.650024,642.650024,21177510
2018-04-07,642.650024,663.030029,640.359985,657.440002,657.440002,11811319
2018-04-08,657.440002,685.239990,627.010010,638.729980,638.729980,21427207
2018-04-09,638.729980,660.340027,627.020020,652.580017,652.580017,14140291
2018-04-10,652.780029,671.169983,651.599976,670.059998,670.059998,20148758
2018-04-11,670.059998,740.820007,658.669983,737.840027,737.840027,59525564
2018-04-12,737.840027,786.150024,722.809998,743.270020,743.270020,50554153
2018-04-13,743.270020,762.169983,720.369995,739.159973,739.159973,20328761
2018-04-14,739.159973,788.450012,739.159973,782.049988,782.049988,25358793
2018-04-15,782.049988,800.780029,745.049988,769.809998,769.809998,34201319
2018-04-16,769.809998,789.710022,755.330017,759.770020,759.770020,25887561
2018-04-17,759.770020,901.330017,758.719971,895.450012,895.450012,73810458
2018-04-18,895.679993,984.530029,879.900024,966.630005,966.630005,81766110
2018-04-19,966.630005,1151.300049,943.090027,1124.670044,1124.670044,154352797
2018-04-20,1125.290039,1188.670044,1017.599976,1154.449951,1154.449951,154795305
2018-04-21,1154.449951,1260.130005,1110.280029,1195.640015,1195.640015,144092452
2018-04-22,1195.640015,1457.290039,1193.329956,1440.949951,1440.949951,309318983
2018-04-23,1440.949951,1569.349976,1391.209961,1407.550049,1407.550049,366818528
2018-04-24,1407.560059,1438.199951,1226.869995,1289.859985,1289.859985,381199575
2018-04-25,1289.859985,1425.930054,1244.390015,1421.869995,1421.869995,174556815
2018-04-26,1421.250000,1423.319946,1327.819946,1331.969971,1331.969971,127133720
2018-04-27,1331.969971,1416.750000,1320.989990,1390.640015,1390.640015,76830254
2018-04-28,1390.640015,1483.900024,1367.280029,1440.089966,1440.089966,118771919
2018-04-29,1440.089966,1447.310059,1332.060059,1348.270020,1348.270020,74604340
2018-04-30,1348.400024,1360.209961,1244.319946,1354.280029,1354.280029,95214620
2018-05-01,1354.280029,1490.579956,1323.900024,1457.079956,1457.079956,140930581
2018-05-02,1457.079956,1539.890015,1448.819946,1507.359985,1507.359985,168151101
2018-05-03,1507.650024,1538.829956,1459.010010,1513.290039,1513.290039,97222464
2018-05-04,1513.290039,1758.589966,1509.829956,1758.589966,1758.589966,200830189
2018-05-05,1758.589966,1843.660034,1635.479980,1756.569946,1756.569946,245512548
2018-05-06,1756.569946,1779.199951,1562.579956,1651.390015,1651.390015,179642018
2018-05-07,1651.390015,1694.869995,1550.699951,1599.520020,1599.520020,132524367
2018-05-08,1599.520020,1676.390015,1459.670044,1626.630005,1626.630005,158636690
2018-05-09,1626.739990,1665.050049,1508.800049,1519.839966,1519.839966,135411694
2018-05-10,1519.839966,1556.670044,1309.560059,1367.010010,1367.010010,250733936
2018-05-11,1367.010010,1503.589966,1269.170044,1458.550049,1458.550049,192556727
2018-05-12,1458.550049,1497.339966,1404.939941,1478.750000,1478.750000,105948682
2018-05-13,1478.750000,1493.790039,1329.130005,1412.969971,1412.969971,163658298
2018-05-14,1412.969971,1453.089966,1310.739990,1337.530029,1337.530029,133975697
2018-05-15,1337.530029,1355.910034,1216.589966,1280.109985,1280.109985,129995294
2018-05-16,1280.109985,1344.040039,1166.469971,1192.880005,1192.880005,106796700
2018-05-17,1192.880005,1218.300049,1130.380005,1203.319946,1203.319946,107567516
2018-05-18,1203.319946,1214.280029,1148.839966,1177.020020,1177.020020,39959789
2018-05-19,1177.020020,1310.569946,1165.810059,1291.589966,1291.589966,94658247
2018-05-20,1291.589966,1301.209961,1212.359985,1229.050049,1229.050049,64142112
2018-05-21,1229.050049,1230.020020,1122.380005,1135.150024,1135.150024,86991398
2018-05-22,1135.140015,1152.579956,968.429993,994.369995,994.369995,146261127
2018-05-23,994.239990,1080.369995,945.770020,1073.900024,1073.900024,109144652
2018-05-24,1073.900024,1074.989990,985.400024,1016.450012,1016.450012,79498329
2018-05-25,1016.450012,1046.790039,996.190002,1006.460022,1006.460022,41313070
2018-05-26,1006.460022,1009.510010,978.000000,996.479980,996.479980,41497870
2018-05-27,996.479980,1005.510010,872.409973,883.179993,883.179993,66464558
2018-05-28,883.179993,1006.710022,872.940002,988.059998,988.059998,104520371
2018-05-29,988.039978,1029.170044,949.539978,982.869995,982.869995,81875881
2018-05-30,982.869995,1030.979980,972.609985,996.479980,996.479980,73969184
2018-05-31,996.520020,1012.130005,975.500000,1001.859985,1001.859985,45598262
2018-06-01,1001.859985,1099.540039,992.630005,1084.219971,1084.219971,65292437
2018-06-02,1084.219971,1192.859985,1073.099976,1168.410034,1168.410034,121830441
2018-06-03,1168.430054,1210.849976,1075.250000,1097.900024,1097.900024,138533392
2018-06-04,1097.900024,1158.500000,1047.130005,1150.060059,1150.060059,98390092
2018-06-05,1150.060059,1156.589966,1097.579956,1129.119995,1129.119995,91936744
2018-06-06,1129.119995,1168.689941,1127.439941,1144.550049,1144.550049,68385230
2018-06-07,1144.550049,1149.479980,1087.640015,1115.050049,1115.050049,57948851
2018-06-08,1115.050049,1139.250000,1084.010010,1085.650024,1085.650024,41238418
2018-06-09,1085.739990,1086.459961,898.760010,937.210022,937.210022,142156156
2018-06-10,935.900024,980.559998,896.729980,954.260010,954.260010,83391163
2018-06-11,954.260010,959.630005,851.059998,870.750000,870.750000,77008744
2018-06-12,870.739990,882.719971,802.280029,842.820007,842.820007,79282537
2018-06-13,842.820007,907.659973,828.390015,895.359985,895.359985,70845642
2018-06-14,895.330017,897.830017,836.659973,842.609985,842.609985,39291397
2018-06-15,842.609985,859.830017,829.630005,850.030029,850.030029,26287863
2018-06-16,850.030029,862.429993,843.380005,847.280029,847.280029,16592249
2018-06-17,847.280029,899.770020,824.780029,884.909973,884.909973,41409173
2018-06-18,884.909973,928.859985,874.349976,907.690002,907.690002,45928501
2018-06-19,907.690002,907.960022,863.590027,891.940002,891.940002,54405712
2018-06-20,891.940002,906.020020,866.919983,871.580017,871.580017,29697468
2018-06-21,871.590027,874.049988,720.109985,751.409973,751.409973,112671384
2018-06-22,751.409973,777.669983,732.500000,762.419983,762.419983,40505389
2018-06-23,762.419983,771.750000,662.599976,747.179993,747.179993,93086099
2018-06-24,747.190002,779.440002,734.880005,754.229980,754.229980,49903670
2018-06-25,754.229980,757.859985,693.150024,695.380005,695.380005,38078700
2018-06-26,695.450012,722.520020,687.349976,713.380005,713.380005,44089146
2018-06-27,713.380005,723.039978,649.510010,658.969971,658.969971,40003702
2018-06-28,658.969971,739.590027,648.739990,715.500000,715.500000,55895762
2018-06-29,715.500000,785.739990,715.500000,747.609985,747.609985,63902832
2018-06-30,747.849976,753.190002,715.729980,736.909973,736.909973,27029443
2018-07-01,736.909973,796.270020,721.669983,781.020020,781.020020,53128466
2018-07-02,781.150024,830.789978,751.489990,755.830017,755.830017,72030879
2018-07-03,755.799988,810.099976,738.609985,763.409973,763.409973,55547130
2018-07-04,763.409973,785.719971,715.539978,743.020020,743.020020,58005429
2018-07-05,743.020020,743.080017,698.900024,732.780029,732.780029,34747645
2018-07-06,732.780029,774.320007,708.869995,772.760010,772.760010,28613968
2018-07-07,772.760010,781.210022,741.059998,749.200012,749.200012,32105376
2018-07-08,749.200012,759.849976,726.590027,729.590027,729.590027,31225217
2018-07-09,729.590027,736.340027,685.109985,686.770020,686.770020,43738818
2018-07-10,686.770020,711.989990,683.890015,707.099976,707.099976,26268587
2018-07-11,707.099976,707.099976,662.770020,686.840027,686.840027,34346196
2018-07-12,686.900024,712.869995,685.770020,694.229980,694.229980,26274035
2018-07-13,694.229980,712.219971,687.099976,702.020020,702.020020,13256762
2018-07-14,702.020020,732.590027,698.489990,724.169983,724.169983,21683866
2018-07-15,724.169983,810.549988,717.450012,801.599976,801.599976,73268518
2018-07-16,801.599976,874.169983,782.929993,852.789978,852.789978,91768694
2018-07-17,852.789978,888.760010,805.659973,824.390015,824.390015,72262923
2018-07-18,824.390015,844.479980,805.619995,824.270020,824.270020,41050988
2018-07-19,824.270020,824.289978,761.020020,764.919983,764.919983,53890147
2018-07-20,764.929993,799.520020,741.830017,787.280029,787.280029,23974589
2018-07-21,787.280029,820.830017,777.130005,785.210022,785.210022,29264746
2018-07-22,785.210022,833.900024,778.820007,781.909973,781.909973,54854241
2018-07-23,781.909973,876.179993,770.299988,865.859985,865.859985,89365798
2018-07-24,865.859985,876.630005,819.119995,831.229980,831.229980,49966470
2018-07-25,831.229980,860.960022,791.510010,804.030029,804.030029,37021659
2018-07-26,804.030029,829.770020,781.590027,820.010010,820.010010,35713795
2018-07-27,820.010010,827.020020,801.049988,822.809998,822.809998,16075768
2018-07-28,822.809998,839.429993,814.070007,830.309998,830.309998,22318264
2018-07-29,830.309998,833.429993,784.539978,814.479980,814.479980,40141136
